Original prediction,Ground truth,y,Sparsity thresholds,Fidelity to prediction,Fidelity to prediction (logit),Deviation to ground truth,GEF,Accuracy,Remove technique,Explainer
9.902213096618652,10.0,2.3702101707458496,0.7834209042318241,-7.532002925872803,0.0,-7.62978982925415,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.3702101707458496,0.8279871670642385,-7.532002925872803,0.0,-7.62978982925415,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.4760849475860596,0.8649635770771975,-7.426128387451172,0.0,-7.52391505241394,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.4760849475860596,0.8949994149797351,-7.426128387451172,0.0,-7.52391505241394,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.4760849475860596,0.9189802313346921,-7.426128387451172,0.0,-7.52391505241394,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9378643669135703,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9525741268224331,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9639354619008336,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.972653213203817,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9793088877299121,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.984370729952593,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9882091601357991,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9911134112809121,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9933071490757152,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9949620948286829,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9962093826779633,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9971487511239807,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9978558318550271,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9983878472514737,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.99878801822806,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,2.5086474418640137,0.9990889488055994,-7.393565654754639,0.0,-7.491352558135986,1.0,0.0,Mean,TGNNExplainer
9.902213096618652,10.0,9.902214050292969,1.0,-9.5367431640625e-07,0.0,-0.09778594970703125,1.0,0.0,Mean,TGNNExplainer
